asset,status,blockers,reference_count,helm_count,style_status,craft_status
BCNLAT21,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
BCNLAT22,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
BCNLAT23,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
BCNLAT50,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
BCNLTC01,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
BCNSAW21,recognition_ready_with_style_notes,,5,2,style_pass,craft_review
BCNSPP21,recognition_ready_with_style_notes,,6,2,style_pass,craft_review
BCNSPR62,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
BCNSTK02,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
BCNSTK03,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
BCNSTK77,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
BCNSTK79,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
BCNSTK80,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
BCNTOW01,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
BORDER01,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
BOYISD12,recognition_ready_with_style_notes,,5,2,style_pass,craft_review
BOYMOR11,recognition_ready_with_style_notes,,6,2,style_pass,craft_review
BOYPIL78,recognition_ready_with_style_notes,,3,2,style_review,craft_review
BOYSAW12,recognition_ready_with_style_notes,,5,2,style_pass,craft_review
BOYSPP11,recognition_ready_with_style_notes,,6,2,style_pass,craft_review
BOYSPR01,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
BOYSPR70,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
BOYSPR71,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
BOYSPR72,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
CBLSUB06,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
CHCRDEL1,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
CHCRID01,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
CROSSX02,recognition_ready_with_style_notes,,3,2,style_review,craft_review
CURSRB01,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
DISMAR03,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
DISMAR04,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
DQUALA11,recognition_ready_with_style_notes,,3,2,style_review,craft_review
DQUALA21,recognition_ready_with_style_notes,,3,2,style_review,craft_review
DQUALB01,recognition_ready_with_style_notes,,3,2,style_review,craft_review
DQUALC01,recognition_ready_with_style_notes,,3,2,style_review,craft_review
DQUALD01,recognition_ready_with_style_notes,,3,2,style_review,craft_review
DQUALU01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
DWLDEF01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
DWRTCL05,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
DWRTCL06,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
DWRTCL07,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
DWRTCL08,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
ERBLNA01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
ERBLNB01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
EVENTS02,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
FERYRT01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
FERYRT02,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
FRYARE51,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
FSHFAC04,recognition_ready_with_style_notes,,3,2,style_review,craft_review
FSHHAV02,recognition_ready_with_style_notes,,3,2,style_review,craft_review
HECMTR01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
HECMTR02,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
HULKES01,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
ICEARE04,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
LITFLT01,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
LNDARE01,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
LOCMAG01,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
LOCMAG51,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
MAGVAR01,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
MAGVAR51,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
MARSHES1,recognition_ready_with_style_notes,,3,2,style_review,craft_review
MARSYS51,recognition_ready_with_style_notes,,3,2,style_review,craft_review
NAVARE51,recognition_ready_with_style_notes,,3,2,style_review,craft_review
NMKINF01,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKINF23,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKINF24,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKINF25,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKINF26,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKINF27,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKINF28,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKINF29,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKPRH02,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKREG10,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKREG12,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKREG13,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NMKREG14,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
NODATA03,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
OBSTRN11,recognition_ready_with_style_notes,,5,2,style_review,craft_pass
OSPONE02,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
OSPSIX02,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
OVERSC01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
PASTRK01,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
PIPARE51,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
PIPARE61,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
PIPSOL06,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
PLNPOS02,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
PRDINS02,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
PRTSUR01,recognition_ready_with_style_notes,,3,2,style_review,craft_review
QUARRY01,recognition_ready_with_style_notes,,4,2,style_review,craft_pass
RCKLDG01,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
RCRDEF01,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RCRTCL11,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RCRTCL12,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RCRTCL13,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RCRTCL14,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RECDEF02,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RECTRC09,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RECTRC10,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RECTRC11,recognition_ready_with_style_notes,,3,2,style_review,craft_review
RECTRC12,recognition_ready_with_style_notes,,3,2,style_review,craft_review
SCALEB10,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
SCALEB11,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
SCLBDY51,recognition_ready_with_style_notes,,3,2,style_review,craft_review
SILBUI01,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
SILBUI11,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
SMCFAC02,recognition_ready_with_style_notes,,7,2,style_review,craft_pass
SNDWAV01,recognition_ready_with_style_notes,,3,2,style_review,craft_review
SNDWAV02,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
TIDINF51,recognition_ready_with_style_notes,,3,2,style_review,craft_review
TOPMA111,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPMA113,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPMA114,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
TOPMAR91,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
TOPMAR92,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
TOPSHP00,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP01,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP02,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP03,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP04,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP08,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP16,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP17,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP18,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP19,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP20,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHP21,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHPI1,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHPI2,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHPI3,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOPSHPP2,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
TOWERS56,recognition_ready_with_style_notes,,6,2,style_pass,craft_review
TOWERS98,recognition_ready_with_style_notes,,6,2,style_pass,craft_review
TOWERS99,recognition_ready_with_style_notes,,6,2,style_pass,craft_review
TREPNT05,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
UNITFTH1,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
UWTROC03,recognition_ready_with_style_notes,,7,2,style_review,craft_pass
UWTROC04,recognition_ready_with_style_notes,,7,2,style_review,craft_pass
VECWTR01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
VECWTR21,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
VEGATN03,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
VEGATN04,recognition_ready_with_style_notes,,3,2,style_review,craft_pass
VTCLMK01,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
WATTUR02,recognition_ready_with_style_notes,,4,2,style_pass,craft_review
WRECKS01,recognition_ready_with_style_notes,,7,2,style_review,craft_pass
WTLVGG02,recognition_ready_with_style_notes,,3,2,style_pass,craft_review
