asset,name,kind,family,s57_object_class,s57_conditions,s52_instruction,s101_symbol_id,has_s101,has_aquamap,has_opencpn,canonical_svg,day_render,visual_parity
BOYSPH74,"spherical buoy,rg,full-chart",symbol,buoy_beacon_marks,BOYLAT,"BOYSHP3;COLOUR3,4;COLPAT1","SY(BOYSPH74);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPH74.svg,,repaired_pending_judge_rerun
BOYSPH75,"spherical buoy,gr,full-chart",symbol,buoy_beacon_marks,BOYLAT,"BOYSHP3;COLOUR4,3;COLPAT1","SY(BOYSPH75);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPH75.svg,,repaired_pending_judge_rerun
BOYSPH77,"spherical buoy,wo,full-chart",symbol,buoy_beacon_marks,BOYSPP,"BOYSHP3;COLOUR1,11;COLPAT1","SY(BOYSPH77);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPH77.svg,,repaired_pending_judge_rerun
BOYSPH79,BOYSPH79,symbol,buoy_beacon_marks,BOYLAT,"BOYSHP1;COLOUR3,4;COLPAT1","SY(BOYSPH79);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,False,assets/svg/triad_generated/BOYSPH79.svg,,repaired_pending_judge_rerun
BOYSPP11,"special purpose buoy, simplified",symbol,buoy_beacon_marks,BOYSPP,CATSPM54;BOYSHP4,"SY(BOYSPP11);TE('by %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",BOYSPP11,True,True,True,assets/svg/triad_generated/BOYSPP11.svg,,repaired_pending_judge_rerun
BOYSPP15,"special purpose TSS buoy marking the starboard side of the traffic lane, simplified",symbol,buoy_beacon_marks,BOYSPP,CATSPM19;BOYSHP1,"SY(BOYSPP15);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",BOYSPP15,True,True,True,assets/svg/triad_generated/BOYSPP15.svg,,repaired_pending_judge_rerun
BOYSPP25,"special purpose TSS buoy marking the port side of the traffic lane, simplified",symbol,buoy_beacon_marks,BOYSPP,CATSPM19;BOYSHP2,"SY(BOYSPP25);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",BOYSPP25,True,True,True,assets/svg/triad_generated/BOYSPP25.svg,,repaired_pending_judge_rerun
BOYSPR01,"default spar buoy, full-chart",symbol,buoy_beacon_marks,BOYCAR,BOYSHP5,"SY(BOYSPR01);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",BOYSPR01,True,False,True,assets/svg/triad_generated/BOYSPR01.svg,,repaired_pending_judge_rerun
BOYSPR02,BOYSPR02,symbol,ugly_attribute_edges,_slgto,BOYSHP5;COLOUR4,"SY(BOYSPR02);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,False,assets/svg/triad_generated/BOYSPR02.svg,,repaired_pending_judge_rerun
BOYSPR03,BOYSPR03,symbol,ugly_attribute_edges,_slgto,BOYSHP5;COLOUR3,"SY(BOYSPR03);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,False,assets/svg/triad_generated/BOYSPR03.svg,,repaired_pending_judge_rerun
BOYSPR04,"white/orange spar buoy, full-chart",symbol,ugly_attribute_edges,_slgto,"BOYSHP5;COLOUR1,11;COLPAT1","SY(BOYSPR04);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR04.svg,,repaired_pending_judge_rerun
BOYSPR05,"yellow spar buoy, full-chart",symbol,buoy_beacon_marks,BOYLAT,BOYSHP5;COLOUR1,"SY(BOYSPR05);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR05.svg,,repaired_pending_judge_rerun
BOYSPR60,"red spar buoy, full-chart",symbol,buoy_beacon_marks,BOYLAT,BOYSHP5;COLOUR3,"SY(BOYSPR60);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",BOYSPR60,True,False,True,assets/svg/triad_generated/BOYSPR60.svg,,repaired_pending_judge_rerun
BOYSPR61,"green spar buoy, full-chart",symbol,buoy_beacon_marks,BOYLAT,BOYSHP5;COLOUR4,"SY(BOYSPR61);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR61.svg,,repaired_pending_judge_rerun
BOYSPR62,"yellow spar buoy, full-chart",symbol,buoy_beacon_marks,BOYSPP,BOYSHP5;COLOUR6,"SY(BOYSPR62);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR62.svg,,repaired_pending_judge_rerun
BOYSPR65,"red/white spar buoy, full-chart",symbol,ugly_attribute_edges,boywtw,"catwwm11;COLOUR1,3;COLPAT1","SY(BOYSPR65);TX(OBJNAM,2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR65.svg,,repaired_pending_judge_rerun
BOYSPR68,"black/yellow spar buoy, full-chart",symbol,buoy_beacon_marks,BOYCAR,"BOYSHP5;COLOUR2,6","SY(BOYSPR68);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR68.svg,,repaired_pending_judge_rerun
BOYSPR69,"yellow/black spar buoy, full-chart",symbol,buoy_beacon_marks,BOYCAR,"BOYSHP5;COLOUR6,2","SY(BOYSPR69);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR69.svg,,repaired_pending_judge_rerun
BOYSPR70,"black/yellow/black spar buoy, full-chart",symbol,buoy_beacon_marks,BOYCAR,"BOYSHP5;COLOUR2,6,2","SY(BOYSPR70);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR70.svg,,repaired_pending_judge_rerun
BOYSPR71,"yellow/black/yellow spar buoy, full-chart",symbol,buoy_beacon_marks,BOYCAR,"BOYSHP5;COLOUR6,2,6","SY(BOYSPR71);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR71.svg,,repaired_pending_judge_rerun
BOYSPR72,"black/red/black spar buoy, full-chart",symbol,buoy_beacon_marks,BOYISD,"BOYSHP5;COLOUR2,3,2","SY(BOYSPR72);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSPR72.svg,,repaired_pending_judge_rerun
BOYSUP01,"super buoy, general, full-chart",symbol,buoy_beacon_marks,BOYCAR,BOYSHP7,"SY(BOYSUP01);TE('%s','OBJNAM',2,1,2,'15110',-2,-1,CHBLK,21)",BOYSUP01,True,False,True,assets/svg/triad_generated/BOYSUP01.svg,,repaired_pending_judge_rerun
BOYSUP02,"super buoy, black, full-chart",symbol,buoy_beacon_marks,BOYSPP,BOYSHP7,"SY(BOYSUP02);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",BOYSUP02,True,False,True,assets/svg/triad_generated/BOYSUP02.svg,,repaired_pending_judge_rerun
BOYSUP03,"LANBY, super-buoy, paper-chart",symbol,buoy_beacon_marks,BOYSPP,CATSPM15,"SY(BOYSUP03);TE('%s','OBJNAM',2,1,2,'15110',-2,-1,CHBLK,21)",BOYSUP03,True,False,True,assets/svg/triad_generated/BOYSUP03.svg,,repaired_pending_judge_rerun
BOYSUP62,"super buoy, yellow, full-chart",symbol,buoy_beacon_marks,BOYINB,BOYSHP7;COLOUR6,"SY(BOYSUP62);TE('%s','OBJNAM',2,1,2,'15110',-2,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSUP62.svg,,repaired_pending_judge_rerun
BOYSUP65,"super buoy, red, white, full-chart",symbol,buoy_beacon_marks,BOYSPP,"BOYSHP7;COLPAT2;COLOUR3,1","SY(BOYSUP65);TE('%s','OBJNAM',2,1,2,'15110',-2,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSUP65.svg,,repaired_pending_judge_rerun
BOYSUP66,"super buoy, red, white, full-chart",symbol,buoy_beacon_marks,BOYSPP,"BOYSHP7;COLPAT1;COLOUR3,1","SY(BOYSUP66);TE('%s','OBJNAM',2,1,2,'15110',-2,-1,CHBLK,21)",,False,False,True,assets/svg/triad_generated/BOYSUP66.svg,,repaired_pending_judge_rerun
BRIDGE01,symbol for opening bridge,symbol,ugly_attribute_edges,$CSYMB,$SCODEBRIDGE01,SY(BRIDGE01),BRIDGE01,True,False,True,assets/svg/triad_generated/BRIDGE01.svg,,repaired_pending_judge_rerun
BRTHNO01,berth number symbol,symbol,ugly_attribute_edges,BERTHS,,"SY(BRTHNO01);TE('%s','OBJNAM',3,1,2,'15110',1,0,CHBLK,29)",BRTHNO01,True,False,True,assets/svg/triad_generated/BRTHNO01.svg,,repaired_pending_judge_rerun
BUAARE02,built-up area,symbol,areas_patterns_lines,BUAARE,,"SY(BUAARE02);TX(OBJNAM,3,2,2,'15114',1,0,CHBLK,26)",BUAARE02,True,False,True,assets/svg/triad_generated/BUAARE02.svg,,repaired_pending_judge_rerun
BUIREL01,"non-conspicuous religious building, Christian",symbol,ugly_attribute_edges,LNDMRK,CATLMK15;FUNCTN20,SY(BUIREL01),BUIREL01,True,False,True,assets/svg/triad_generated/BUIREL01.svg,,repaired_pending_judge_rerun
BUIREL04,"non-conspicuous religious building, non-Christian",symbol,ugly_attribute_edges,BUISGL,FUNCTN22,SY(BUIREL04),BUIREL04,True,False,True,assets/svg/triad_generated/BUIREL04.svg,,repaired_pending_judge_rerun
BUIREL05,mosque or minaret,symbol,ugly_attribute_edges,BUISGL,FUNCTN26,SY(BUIREL05),BUIREL05,True,False,True,assets/svg/triad_generated/BUIREL05.svg,,repaired_pending_judge_rerun
BUIREL13,"conspicuous religious building, Christian",symbol,ugly_attribute_edges,LNDMRK,CATLMK15;FUNCTN20;CONVIS1,SY(BUIREL13),BUIREL13,True,False,True,assets/svg/triad_generated/BUIREL13.svg,,repaired_pending_judge_rerun
BUIREL14,"conspicuous religious building, non-Christian",symbol,ugly_attribute_edges,BUISGL,FUNCTN22;CONVIS1,SY(BUIREL14),BUIREL14,True,False,True,assets/svg/triad_generated/BUIREL14.svg,,repaired_pending_judge_rerun
BUIREL15,conspicuous mosque or minaret,symbol,ugly_attribute_edges,LNDMRK,CATLMK20;FUNCTN26;CONVIS1,SY(BUIREL15),BUIREL15,True,False,True,assets/svg/triad_generated/BUIREL15.svg,,repaired_pending_judge_rerun
BUISGL01,single building,symbol,ugly_attribute_edges,BUISGL,,SY(BUISGL01),BUISGL01,True,False,True,assets/svg/triad_generated/BUISGL01.svg,,repaired_pending_judge_rerun
BUISGL11,conspicuous single building,symbol,ugly_attribute_edges,BUISGL,CONVIS1,SY(BUISGL11),BUISGL11,True,False,True,assets/svg/triad_generated/BUISGL11.svg,,repaired_pending_judge_rerun
BUNSTA01,"bunker station, diesel oil station",symbol,ugly_attribute_edges,bunsta,catbun1,"SY(BUNSTA01);LS(SOLD,1,CHGRD)",,False,False,True,assets/svg/triad_generated/BUNSTA01.svg,,repaired_pending_judge_rerun
BUNSTA02,"bunker station, water",symbol,ugly_attribute_edges,bunsta,catbun2,"SY(BUNSTA02);LS(SOLD,1,CHGRD)",,False,False,True,assets/svg/triad_generated/BUNSTA02.svg,,repaired_pending_judge_rerun
BUNSTA03,"bunker station, ballast",symbol,ugly_attribute_edges,bunsta,catbun3,"SY(BUNSTA03);LS(SOLD,1,CHGRD)",,False,False,True,assets/svg/triad_generated/BUNSTA03.svg,,repaired_pending_judge_rerun
CAIRNS01,"cairn, full-chart and simplified",symbol,buoy_beacon_marks,BCNLAT,BCNSHP6,"SY(CAIRNS01);TE('bn %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",CAIRNS01,True,False,True,assets/svg/triad_generated/CAIRNS01.svg,,repaired_pending_judge_rerun
CAIRNS11,conspicuous cairn,symbol,buoy_beacon_marks,BCNLAT,BCNSHP6;CONVIS1,"SY(CAIRNS11);TE('bn %s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",CAIRNS11,True,False,True,assets/svg/triad_generated/CAIRNS11.svg,,repaired_pending_judge_rerun
CBLARE51,boundary of a submarine cable area,symbol,areas_patterns_lines,CBLARE,,"SY(CBLARE51);LS(DASH,2,CHMGD);CS(RESTRN01)",CBLARE51,True,False,True,assets/svg/triad_generated/CBLARE51.svg,,repaired_pending_judge_rerun
CBLSUB06,submarine cable,line-style,areas_patterns_lines,CBLSUB,,LC(CBLSUB06),,False,False,True,assets/svg/triad_generated/CBLSUB06.svg,,repaired_pending_judge_rerun
CGUSTA02,coastguard station,symbol,ugly_attribute_edges,CGUSTA,,SY(CGUSTA02),CGUSTA02,True,False,True,assets/svg/triad_generated/CGUSTA02.svg,,repaired_pending_judge_rerun
CHCRDEL1,this line has been deleted by a manual update,symbol,ugly_attribute_edges,$AREAS,$SCODECHCRDEL1,SY(CHCRDEL1);LC(CHCRDEL1),CHCRDEL1,True,False,True,assets/svg/triad_generated/CHCRDEL1.svg,,repaired_pending_judge_rerun
CHCRID01,this line has been manually updated,symbol,ugly_attribute_edges,$AREAS,$SCODECHCRID01,SY(CHCRID01);LC(CHCRID01),CHCRID01,True,False,True,assets/svg/triad_generated/CHCRID01.svg,,repaired_pending_judge_rerun
CHIMNY01,chimney,symbol,ugly_attribute_edges,LNDMRK,CATLMK3,SY(CHIMNY01),CHIMNY01,True,True,True,assets/svg/triad_generated/CHIMNY01.svg,,repaired_pending_judge_rerun
CHIMNY11,conspicuous chimney,symbol,ugly_attribute_edges,LNDMRK,CATLMK3;CONVIS1,SY(CHIMNY11),CHIMNY11,True,True,True,assets/svg/triad_generated/CHIMNY11.svg,,repaired_pending_judge_rerun
CHINFO06,HO caution note,symbol,ugly_attribute_edges,DAMCON,CATDAM3,SY(CHINFO06),CHINFO06,True,False,True,assets/svg/triad_generated/CHINFO06.svg,,repaired_pending_judge_rerun
CHINFO07,HO information note,symbol,areas_patterns_lines,CTSARE,,SY(CHINFO07),CHINFO07,True,False,True,assets/svg/triad_generated/CHINFO07.svg,,repaired_pending_judge_rerun
CHINFO08,mariner's information note,symbol,ugly_attribute_edges,$CSYMB,$SCODECHINFO08,SY(CHINFO08),CHINFO08,True,False,True,assets/svg/triad_generated/CHINFO08.svg,,repaired_pending_judge_rerun
CHINFO09,mariners caution note,symbol,ugly_attribute_edges,$CSYMB,$SCODECHINFO09,SY(CHINFO09),CHINFO09,True,False,True,assets/svg/triad_generated/CHINFO09.svg,,repaired_pending_judge_rerun
CHINFO10,manufacturer's information note,symbol,ugly_attribute_edges,$CSYMB,$SCODECHINFO10,SY(CHINFO10),CHINFO10,True,False,True,assets/svg/triad_generated/CHINFO10.svg,,repaired_pending_judge_rerun
CHINFO11,manufacturer's caution note,symbol,ugly_attribute_edges,$CSYMB,$SCODECHINFO11,SY(CHINFO11),CHINFO11,True,False,True,assets/svg/triad_generated/CHINFO11.svg,,repaired_pending_judge_rerun
CHKSYM01,"test symbol for checking symbol sizes, should measure 5mm by 5mm",symbol,ugly_attribute_edges,$CSYMB,$SCODECHKSYM01,SY(CHKSYM01),CHKSYM01,True,False,True,assets/svg/triad_generated/CHKSYM01.svg,,repaired_pending_judge_rerun
CLRLIN01,arrow head for mariner's clearing line,conditional-procedure,ugly_attribute_edges,clrlin,,CS(CLRLIN01),,False,False,True,assets/svg/triad_generated/CLRLIN01.svg,,repaired_pending_judge_rerun
CRANES01,cranes,symbol,ugly_attribute_edges,CRANES,,SY(CRANES01),CRANES01,True,True,True,assets/svg/triad_generated/CRANES01.svg,,repaired_pending_judge_rerun
CROSSX02,General small dot pattern,pattern,areas_patterns_lines,VEGATN,,"AP(CROSSX02);LS(DASH,1,LANDF)",,False,False,True,assets/svg/triad_generated/CROSSX02.svg,,repaired_pending_judge_rerun
CTNARE51,boundary of area with a specific caution,symbol,areas_patterns_lines,TSSLPT,,"SY(CTNARE51);TX(INFORM,1,1,2,'15110',0,-2,CHBLK,24);CS(RESTRN01)",CTNARE51,True,False,True,assets/svg/triad_generated/CTNARE51.svg,,repaired_pending_judge_rerun
CTYARE51,boundary of area to be navigated with caution,line-style,areas_patterns_lines,TWRTPT,ORIENT ;TRAFIC1,"SY(TWRTPT53,ORIENT);LC(CTYARE51)",CTYARE51,True,False,True,assets/svg/triad_generated/CTYARE51.svg,,repaired_pending_judge_rerun
CURDEF01,current or tidal stream whose direction is not known,symbol,ugly_attribute_edges,TS_FEB,,"SY(CURDEF01);LS(DASH,1,CHGRD)",CURDEF01,True,False,True,assets/svg/triad_generated/CURDEF01.svg,,repaired_pending_judge_rerun
CURENT01,non-tidal current,symbol,ugly_attribute_edges,CURENT,ORIENT ;CURVEL,"SY(CURENT01,ORIENT);TE('%4.1lf kn','CURVEL',3,1,2,'15110',1,-1,CHBLK,31)",CURENT01,True,False,True,assets/svg/triad_generated/CURENT01.svg,,repaired_pending_judge_rerun
CURSRA01,ordinary cursor,symbol,ugly_attribute_edges,$CSYMB,$SCODECURSRA01,SY(CURSRA01),CURSRA01,True,False,True,assets/svg/triad_generated/CURSRA01.svg,,repaired_pending_judge_rerun
CURSRB01,cursor with open centre,symbol,ugly_attribute_edges,$CSYMB,$SCODECURSRB01,SY(CURSRB01),CURSRB01,True,False,True,assets/svg/triad_generated/CURSRB01.svg,,repaired_pending_judge_rerun
CUSTOM01,customs,symbol,ugly_attribute_edges,chkpnt,catchp1,SY(CUSTOM01),,False,False,True,assets/svg/triad_generated/CUSTOM01.svg,,repaired_pending_judge_rerun
DANGER51,"underwater hazard with a defined depth, full-chart and simplified",symbol,ugly_attribute_edges,$CSYMB,$SCODEDANGER01,SY(DANGER51),,False,False,True,assets/svg/triad_generated/DANGER51.svg,,repaired_pending_judge_rerun
DANGER52,"underwater hazard with a defined depth less than safety contour, full-chart and simplified",symbol,ugly_attribute_edges,$CSYMB,$SCODEDANGER02,SY(DANGER52),,False,False,True,assets/svg/triad_generated/DANGER52.svg,,repaired_pending_judge_rerun
DANGER53,DANGER53,symbol,ugly_attribute_edges,$CSYMB,$SCODEDANGER03,SY(DANGER53),,False,False,False,assets/svg/triad_generated/DANGER53.svg,,pending_visual_model_and_human_review
DASH,DASH,line-style,areas_patterns_lines,DWRTPT,ORIENT ;TRAFIC1,"SY(TSSLPT51,ORIENT);SY(DWRTPT51);LS(DASH,2,TRFCD);CS(RESTRN01)",,False,False,False,assets/svg/triad_generated/DASH.svg,,pending_reference_gap_judge
DATCVR01,DATCVR01,conditional-procedure,ugly_attribute_edges,M_COVR,,CS(DATCVR01),,False,False,False,assets/svg/triad_generated/DATCVR01.svg,,pending_reference_gap_judge
DAYSQR01,"square or rectangular daymark, simplified",symbol,lights_daymarks_topmarks,DAYMAR,TOPSHP19,"SY(DAYSQR01);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",DAYSQR01,True,False,True,assets/svg/triad_generated/DAYSQR01.svg,,repaired_pending_judge_rerun
DAYSQR21,"square or rectangular daymark, paper chart",symbol,lights_daymarks_topmarks,DAYMAR,,"SY(DAYSQR21);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",DAYSQR21,True,False,True,assets/svg/triad_generated/DAYSQR21.svg,,repaired_pending_judge_rerun
DAYTRI01,"triangular daymark, point up, simplified",symbol,lights_daymarks_topmarks,DAYMAR,TOPSHP24,"SY(DAYTRI01);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",DAYTRI01,True,False,True,assets/svg/triad_generated/DAYTRI01.svg,,repaired_pending_judge_rerun
DAYTRI05,"triangular daymark, point down, simplified",symbol,lights_daymarks_topmarks,DAYMAR,TOPSHP25,"SY(DAYTRI05);TE('%s','OBJNAM',2,1,2,'15110',-1,-1,CHBLK,21)",DAYTRI05,True,False,True,assets/svg/triad_generated/DAYTRI05.svg,,repaired_pending_judge_rerun
DEPARE01,DEPARE01,conditional-procedure,wreck_rock_obstruction,DEPARE,,CS(DEPARE01),,False,False,False,assets/svg/triad_generated/DEPARE01.svg,,pending_reference_gap_judge
DEPARE02,DEPARE02,conditional-procedure,wreck_rock_obstruction,depare,,CS(DEPARE02),,False,False,False,assets/svg/triad_generated/DEPARE02.svg,,pending_reference_gap_judge
DEPCNT02,DEPCNT02,conditional-procedure,wreck_rock_obstruction,DEPARE,,CS(DEPCNT02),,False,False,False,assets/svg/triad_generated/DEPCNT02.svg,,pending_reference_gap_judge
DGPS01DRFSTA01,DGPS01DRFSTA01,symbol,ugly_attribute_edges,RDOSTA,CATROS10,SY(DGPS01DRFSTA01),,False,False,False,assets/svg/triad_generated/DGPS01DRFSTA01.svg,,pending_visual_model_and_human_review
DIAMOND1,area of depth less than the safety contour,pattern,areas_patterns_lines,$AREAS,$SCODEDIAMOND1,AP(DIAMOND1),,False,False,True,assets/svg/triad_generated/DIAMOND1.svg,,repaired_pending_judge_rerun
DIRBOY01,direction of buoyage,symbol,ugly_attribute_edges,$CSYMB,$SCODEDIRBOY01,SY(DIRBOY01),DIRBOY01,True,False,True,assets/svg/triad_generated/DIRBOY01.svg,,repaired_pending_judge_rerun
DIRBOYA1,direction and color of buoyage for approaching harbour in IALA region A (red to port),symbol,ugly_attribute_edges,M_NSYS,MARSYS1;ORIENT ,"SY(DIRBOYA1,ORIENT);LS(DASH,1,CHYLW)",DIRBOYA1,True,False,True,assets/svg/triad_generated/DIRBOYA1.svg,,repaired_pending_judge_rerun
DIRBOYB1,direction and color of buoyage for approaching harbour in IALA region B (green to port),symbol,ugly_attribute_edges,M_NSYS,MARSYS2;ORIENT ,"SY(DIRBOYB1,ORIENT);LS(DASH,1,CHGRD)",DIRBOYB1,True,False,True,assets/svg/triad_generated/DIRBOYB1.svg,,repaired_pending_judge_rerun
DISMAR03,distance mark,symbol,ugly_attribute_edges,dismar,CATDIS1;wtwdis ,"SY(DISMAR03);TX(wtwdis,3,2,2,'14106',1,0,CHMGD,21)",,False,False,True,assets/svg/triad_generated/DISMAR03.svg,,repaired_pending_judge_rerun
DISMAR04,distance point with no mark,symbol,ugly_attribute_edges,DISMAR,CATDIS1,"SY(DISMAR04);TX(INFORM,3,2,2,'15110',2,0,CHMGD,21)",,False,False,True,assets/svg/triad_generated/DISMAR04.svg,,repaired_pending_judge_rerun
DISMAR05,"cartographic symbol, distance mark 100m on river axsis",symbol,ugly_attribute_edges,dismar,CATDIS1;hunits4,SY(DISMAR05),,False,False,True,assets/svg/triad_generated/DISMAR05.svg,,repaired_pending_judge_rerun
DISMAR06,"cartographic symbol, distance mark 1km on river axsis",symbol,ugly_attribute_edges,dismar,CATDIS1;hunits3,"SY(DISMAR06);TX(wtwdis,3,1,2,'14106',1,-1,CHBLK,21)",DISMAR06,True,False,True,assets/svg/triad_generated/DISMAR06.svg,,repaired_pending_judge_rerun
DNGHILIT,transparent danger highlight for mariner's use,symbol,ugly_attribute_edges,$CSYMB,$SCODEDNGHILIT,SY(DNGHILIT),DNGHILIT,True,False,True,assets/svg/triad_generated/DNGHILIT.svg,,repaired_pending_judge_rerun
DOMES001,dome,symbol,ugly_attribute_edges,LNDMRK,CATLMK15,SY(DOMES001),DOMES001,True,False,True,assets/svg/triad_generated/DOMES001.svg,,repaired_pending_judge_rerun
DOMES011,conspicuous dome,symbol,ugly_attribute_edges,LNDMRK,CATLMK15;CONVIS1,SY(DOMES011),DOMES011,True,False,True,assets/svg/triad_generated/DOMES011.svg,,repaired_pending_judge_rerun
DOTT,DOTT,line-style,wreck_rock_obstruction,OBSTRN,CATOBS6,"CS(OBSTRN04);AP(FOULAR01);LS(DOTT,2,CHBLK)",,False,False,False,assets/svg/triad_generated/DOTT.svg,,pending_reference_gap_judge
DQUALA11,pattern of symbols for a chart of 5m accuracy with full seafloor coverage,pattern,wreck_rock_obstruction,M_QUAL,CATZOC1,"AP(DQUALA11);LS(DASH,2,CHGRD)",,False,False,True,assets/svg/triad_generated/DQUALA11.svg,,repaired_pending_judge_rerun
DQUALA21,pattern of symbols for a chart with 20m accuracy with full seafloor coverage,pattern,wreck_rock_obstruction,M_QUAL,CATZOC2,"AP(DQUALA21);LS(DASH,2,CHGRD)",,False,False,True,assets/svg/triad_generated/DQUALA21.svg,,repaired_pending_judge_rerun
DQUALB01,pattern of symbols for a chart with 50m accuracy from standard survey based on lines of continuous soundings,pattern,wreck_rock_obstruction,M_QUAL,CATZOC3,"AP(DQUALB01);LS(DASH,2,CHGRD)",,False,False,True,assets/svg/triad_generated/DQUALB01.svg,,repaired_pending_judge_rerun
DQUALC01,pattern of symbols for a low accuracy or incomplete chart,pattern,wreck_rock_obstruction,M_QUAL,CATZOC4,"AP(DQUALC01);LS(DASH,2,CHGRD)",,False,False,True,assets/svg/triad_generated/DQUALC01.svg,,repaired_pending_judge_rerun
DQUALD01,pattern of symbols for an unreliable chart,pattern,wreck_rock_obstruction,M_QUAL,CATZOC5,"AP(DQUALD01);LS(DASH,2,CHGRD)",,False,False,True,assets/svg/triad_generated/DQUALD01.svg,,repaired_pending_judge_rerun
DQUALU01,pattern of symbols for a chart with quality not assessed,pattern,wreck_rock_obstruction,M_QUAL,CATZOC6,"AP(DQUALU01);LS(DASH,2,CHGRD)",,False,False,True,assets/svg/triad_generated/DQUALU01.svg,,repaired_pending_judge_rerun
DSHAER01,dish aerial,symbol,ugly_attribute_edges,LNDMRK,CATLMK4,SY(DSHAER01),DSHAER01,True,False,True,assets/svg/triad_generated/DSHAER01.svg,,repaired_pending_judge_rerun
DSHAER11,conspicuous dish aerial,symbol,ugly_attribute_edges,LNDMRK,CATLMK4;CONVIS1,SY(DSHAER11),DSHAER11,True,False,True,assets/svg/triad_generated/DSHAER11.svg,,repaired_pending_judge_rerun
DWLDEF01,"deep water route centreline, direction not defined in the data",line-style,areas_patterns_lines,DWRTCL,,"LC(DWLDEF01);TE('%03.0lf deg','ORIENT',3,1,2,'15110',1,-1,CHBLK,11)",,False,False,True,assets/svg/triad_generated/DWLDEF01.svg,,repaired_pending_judge_rerun
DWRTCL05,"two-way deep water route centreline, not based on fixed marks",line-style,areas_patterns_lines,DWRTCL,CATTRK2;TRAFIC4,"LC(DWRTCL05);TE('%03.0lf deg','ORIENT',3,1,2,'15110',1,-1,CHBLK,11)",,False,False,True,assets/svg/triad_generated/DWRTCL05.svg,,repaired_pending_judge_rerun
DWRTCL06,"two-way deep water route centreline, based on fixed marks",line-style,areas_patterns_lines,DWRTCL,CATTRK1;TRAFIC4,"LC(DWRTCL06);TE('%03.0lf deg','ORIENT',3,1,2,'15110',1,-1,CHBLK,11)",,False,False,True,assets/svg/triad_generated/DWRTCL06.svg,,repaired_pending_judge_rerun
DWRTCL07,"one-way deep water route centreline, not based on fixed marks",line-style,areas_patterns_lines,DWRTCL,CATTRK2;TRAFIC1,"LC(DWRTCL07);TE('%03.0lf deg','ORIENT',3,1,2,'15110',1,-1,CHBLK,11)",,False,False,True,assets/svg/triad_generated/DWRTCL07.svg,,repaired_pending_judge_rerun
DWRTCL08,"one-way deep water route centreline, based on fixed-marks",line-style,areas_patterns_lines,DWRTCL,CATTRK1;TRAFIC1,"LC(DWRTCL08);TE('%03.0lf deg','ORIENT',3,1,2,'15110',1,-1,CHBLK,11)",,False,False,True,assets/svg/triad_generated/DWRTCL08.svg,,repaired_pending_judge_rerun
