symbol_name,symbol_id,prefix,pdf_page,reference_number,match_count,match_status,matched_assets
SY(SOUNDG32),SOUNDG32,SY,318,268,0,not_in_standard_source_table,
SY(SOUNDG33),SOUNDG33,SY,319,269,0,not_in_standard_source_table,
SY(SOUNDG34),SOUNDG34,SY,320,270,0,not_in_standard_source_table,
SY(SOUNDG35),SOUNDG35,SY,321,271,0,not_in_standard_source_table,
SY(SOUNDG36),SOUNDG36,SY,322,272,0,not_in_standard_source_table,
SY(SOUNDG37),SOUNDG37,SY,323,273,0,not_in_standard_source_table,
SY(SOUNDG38),SOUNDG38,SY,324,274,0,not_in_standard_source_table,
SY(SOUNDG39),SOUNDG39,SY,325,275,0,not_in_standard_source_table,
SY(SOUNDG40),SOUNDG40,SY,326,276,0,not_in_standard_source_table,
SY(SOUNDG41),SOUNDG41,SY,327,277,0,not_in_standard_source_table,
SY(SOUNDG42),SOUNDG42,SY,328,278,0,not_in_standard_source_table,
SY(SOUNDG43),SOUNDG43,SY,329,279,0,not_in_standard_source_table,
SY(SOUNDG44),SOUNDG44,SY,330,280,0,not_in_standard_source_table,
SY(SOUNDG45),SOUNDG45,SY,331,281,0,not_in_standard_source_table,
SY(SOUNDG46),SOUNDG46,SY,332,282,0,not_in_standard_source_table,
SY(SOUNDG47),SOUNDG47,SY,333,283,0,not_in_standard_source_table,
SY(SOUNDG48),SOUNDG48,SY,334,284,0,not_in_standard_source_table,
SY(SOUNDG49),SOUNDG49,SY,335,285,0,not_in_standard_source_table,
SY(SOUNDG50),SOUNDG50,SY,336,286,0,not_in_standard_source_table,
SY(SOUNDG51),SOUNDG51,SY,337,287,0,not_in_standard_source_table,
SY(SOUNDG52),SOUNDG52,SY,338,288,0,not_in_standard_source_table,
SY(SOUNDG53),SOUNDG53,SY,339,289,0,not_in_standard_source_table,
SY(SOUNDG54),SOUNDG54,SY,340,290,0,not_in_standard_source_table,
SY(SOUNDG55),SOUNDG55,SY,341,291,0,not_in_standard_source_table,
SY(SOUNDG56),SOUNDG56,SY,342,292,0,not_in_standard_source_table,
SY(SOUNDG57),SOUNDG57,SY,343,293,0,not_in_standard_source_table,
SY(SOUNDG58),SOUNDG58,SY,344,294,0,not_in_standard_source_table,
SY(SOUNDG59),SOUNDG59,SY,345,295,0,not_in_standard_source_table,
SY(SOUNDGB1),SOUNDGB1,SY,346,296,0,not_in_standard_source_table,
SY(SOUNDGC2),SOUNDGC2,SY,347,298,0,not_in_standard_source_table,
SY(SOUNDS00),SOUNDS00,SY,348,299,0,not_in_standard_source_table,
SY(SOUNDS01),SOUNDS01,SY,349,300,0,not_in_standard_source_table,
SY(SOUNDS02),SOUNDS02,SY,350,301,0,not_in_standard_source_table,
SY(SOUNDS03),SOUNDS03,SY,351,302,0,not_in_standard_source_table,
SY(SOUNDS04),SOUNDS04,SY,352,303,0,not_in_standard_source_table,
SY(SOUNDS05),SOUNDS05,SY,353,304,0,not_in_standard_source_table,
SY(SOUNDS06),SOUNDS06,SY,354,305,0,not_in_standard_source_table,
SY(SOUNDS07),SOUNDS07,SY,355,306,0,not_in_standard_source_table,
SY(SOUNDS08),SOUNDS08,SY,356,307,0,not_in_standard_source_table,
SY(SOUNDS09),SOUNDS09,SY,357,308,0,not_in_standard_source_table,
SY(SOUNDS10),SOUNDS10,SY,358,309,0,not_in_standard_source_table,
SY(SOUNDS11),SOUNDS11,SY,359,310,0,not_in_standard_source_table,
SY(SOUNDS12),SOUNDS12,SY,360,311,0,not_in_standard_source_table,
SY(SOUNDS13),SOUNDS13,SY,361,312,0,not_in_standard_source_table,
SY(SOUNDS14),SOUNDS14,SY,362,313,0,not_in_standard_source_table,
SY(SOUNDS15),SOUNDS15,SY,363,314,0,not_in_standard_source_table,
SY(SOUNDS16),SOUNDS16,SY,364,315,0,not_in_standard_source_table,
SY(SOUNDS17),SOUNDS17,SY,365,316,0,not_in_standard_source_table,
SY(SOUNDS18),SOUNDS18,SY,366,317,0,not_in_standard_source_table,
SY(SOUNDS19),SOUNDS19,SY,367,318,0,not_in_standard_source_table,
SY(SOUNDS20),SOUNDS20,SY,368,319,0,not_in_standard_source_table,
SY(SOUNDS21),SOUNDS21,SY,369,320,0,not_in_standard_source_table,
SY(SOUNDS22),SOUNDS22,SY,370,321,0,not_in_standard_source_table,
SY(SOUNDS23),SOUNDS23,SY,371,322,0,not_in_standard_source_table,
SY(SOUNDS24),SOUNDS24,SY,372,323,0,not_in_standard_source_table,
SY(SOUNDS25),SOUNDS25,SY,373,324,0,not_in_standard_source_table,
SY(SOUNDS26),SOUNDS26,SY,374,325,0,not_in_standard_source_table,
SY(SOUNDS27),SOUNDS27,SY,375,326,0,not_in_standard_source_table,
SY(SOUNDS28),SOUNDS28,SY,376,327,0,not_in_standard_source_table,
SY(SOUNDS29),SOUNDS29,SY,377,328,0,not_in_standard_source_table,
SY(SOUNDS30),SOUNDS30,SY,378,329,0,not_in_standard_source_table,
SY(SOUNDS31),SOUNDS31,SY,379,330,0,not_in_standard_source_table,
SY(SOUNDS32),SOUNDS32,SY,380,331,0,not_in_standard_source_table,
SY(SOUNDS33),SOUNDS33,SY,381,332,0,not_in_standard_source_table,
SY(SOUNDS34),SOUNDS34,SY,382,333,0,not_in_standard_source_table,
SY(SOUNDS35),SOUNDS35,SY,383,334,0,not_in_standard_source_table,
SY(SOUNDS36),SOUNDS36,SY,384,335,0,not_in_standard_source_table,
SY(SOUNDS37),SOUNDS37,SY,385,336,0,not_in_standard_source_table,
SY(SOUNDS38),SOUNDS38,SY,386,337,0,not_in_standard_source_table,
SY(SOUNDS39),SOUNDS39,SY,387,338,0,not_in_standard_source_table,
SY(SOUNDS40),SOUNDS40,SY,388,339,0,not_in_standard_source_table,
SY(SOUNDS41),SOUNDS41,SY,389,340,0,not_in_standard_source_table,
SY(SOUNDS42),SOUNDS42,SY,390,341,0,not_in_standard_source_table,
SY(SOUNDS43),SOUNDS43,SY,391,342,0,not_in_standard_source_table,
SY(SOUNDS44),SOUNDS44,SY,392,343,0,not_in_standard_source_table,
SY(SOUNDS45),SOUNDS45,SY,393,344,0,not_in_standard_source_table,
SY(SOUNDS46),SOUNDS46,SY,394,345,0,not_in_standard_source_table,
SY(SOUNDS47),SOUNDS47,SY,395,346,0,not_in_standard_source_table,
SY(SOUNDS48),SOUNDS48,SY,396,347,0,not_in_standard_source_table,
SY(SOUNDS49),SOUNDS49,SY,397,348,0,not_in_standard_source_table,
SY(SOUNDS50),SOUNDS50,SY,398,349,0,not_in_standard_source_table,
SY(SOUNDS51),SOUNDS51,SY,399,350,0,not_in_standard_source_table,
SY(SOUNDS52),SOUNDS52,SY,400,351,0,not_in_standard_source_table,
SY(SOUNDS53),SOUNDS53,SY,401,352,0,not_in_standard_source_table,
SY(SOUNDS54),SOUNDS54,SY,402,353,0,not_in_standard_source_table,
SY(SOUNDS55),SOUNDS55,SY,403,354,0,not_in_standard_source_table,
SY(SOUNDS56),SOUNDS56,SY,404,355,0,not_in_standard_source_table,
SY(SOUNDS57),SOUNDS57,SY,405,356,0,not_in_standard_source_table,
SY(SOUNDS58),SOUNDS58,SY,406,357,0,not_in_standard_source_table,
SY(SOUNDS59),SOUNDS59,SY,407,358,0,not_in_standard_source_table,
SY(SOUNDSA1),SOUNDSA1,SY,408,359,0,not_in_standard_source_table,
SY(SOUNDSB1),SOUNDSB1,SY,409,360,0,not_in_standard_source_table,
SY(SOUNDSC2),SOUNDSC2,SY,410,362,0,not_in_standard_source_table,
SY(SPRING02),SPRING02,SY,411,363,1,matched_standard_source_table_asset,SPRING02
SY(SWPARE51),SWPARE51,SY,412,364,1,matched_standard_source_table_asset,SWPARE51
SY(TIDEHT01),TIDEHT01,SY,413,368,1,matched_standard_source_table_asset,TIDEHT01
SY(TIDSTR01),TIDSTR01,SY,414,369,1,matched_standard_source_table_asset,TIDSTR01
SY(TMARDEF1),TMARDEF1,SY,415,370,0,not_in_standard_source_table,
SY(TMARDEF2),TMARDEF2,SY,416,371,0,not_in_standard_source_table,
SY(TMBYRD01),TMBYRD01,SY,417,372,1,matched_standard_source_table_asset,TMBYRD01
SY(TNKCON02),TNKCON02,SY,418,373,1,matched_standard_source_table_asset,TNKCON02
SY(TNKCON12),TNKCON12,SY,419,374,1,matched_standard_source_table_asset,TNKCON12
SY(TNKFRM01),TNKFRM01,SY,420,375,1,matched_standard_source_table_asset,TNKFRM01
SY(TNKFRM11),TNKFRM11,SY,421,376,1,matched_standard_source_table_asset,TNKFRM11
SY(TOPMAR02),TOPMAR02,SY,422,377,0,not_in_standard_source_table,
SY(TOPMAR04),TOPMAR04,SY,423,378,0,not_in_standard_source_table,
SY(TOPMAR05),TOPMAR05,SY,424,379,0,not_in_standard_source_table,
SY(TOPMAR06),TOPMAR06,SY,425,380,0,not_in_standard_source_table,
SY(TOPMAR07),TOPMAR07,SY,426,381,0,not_in_standard_source_table,
SY(TOPMAR08),TOPMAR08,SY,427,382,0,not_in_standard_source_table,
SY(TOPMAR10),TOPMAR10,SY,428,383,0,not_in_standard_source_table,
SY(TOPMAR12),TOPMAR12,SY,429,384,0,not_in_standard_source_table,
SY(TOPMAR13),TOPMAR13,SY,430,385,0,not_in_standard_source_table,
SY(TOPMAR14),TOPMAR14,SY,431,386,0,not_in_standard_source_table,
SY(TOPMAR16),TOPMAR16,SY,432,387,0,not_in_standard_source_table,
SY(TOPMAR17),TOPMAR17,SY,433,388,0,not_in_standard_source_table,
SY(TOPMAR18),TOPMAR18,SY,434,389,0,not_in_standard_source_table,
SY(TOPMAR22),TOPMAR22,SY,435,390,0,not_in_standard_source_table,
SY(TOPMAR24),TOPMAR24,SY,436,391,0,not_in_standard_source_table,
SY(TOPMAR25),TOPMAR25,SY,437,392,0,not_in_standard_source_table,
SY(TOPMAR26),TOPMAR26,SY,438,393,0,not_in_standard_source_table,
SY(TOPMAR27),TOPMAR27,SY,439,394,0,not_in_standard_source_table,
SY(TOPMAR28),TOPMAR28,SY,440,395,0,not_in_standard_source_table,
SY(TOPMAR30),TOPMAR30,SY,441,396,0,not_in_standard_source_table,
SY(TOPMAR32),TOPMAR32,SY,442,397,0,not_in_standard_source_table,
SY(TOPMAR33),TOPMAR33,SY,443,398,0,not_in_standard_source_table,
SY(TOPMAR34),TOPMAR34,SY,444,399,0,not_in_standard_source_table,
SY(TOPMAR36),TOPMAR36,SY,445,400,0,not_in_standard_source_table,
SY(TOPMAR65),TOPMAR65,SY,446,401,0,not_in_standard_source_table,
SY(TOPMAR85),TOPMAR85,SY,447,402,0,not_in_standard_source_table,
SY(TOPMAR86),TOPMAR86,SY,448,403,0,not_in_standard_source_table,
SY(TOPMAR87),TOPMAR87,SY,449,404,1,matched_standard_source_table_asset,TOPMAR87
SY(TOPMAR88),TOPMAR88,SY,450,405,1,matched_standard_source_table_asset,TOPMAR88
SY(TOPMAR89),TOPMAR89,SY,451,406,0,not_in_standard_source_table,
SY(TOWERS01),TOWERS01,SY,452,407,1,matched_standard_source_table_asset,TOWERS01
SY(TOWERS02),TOWERS02,SY,453,408,1,matched_standard_source_table_asset,TOWERS02
SY(TOWERS03),TOWERS03,SY,454,409,1,matched_standard_source_table_asset,TOWERS03
SY(TOWERS05),TOWERS05,SY,455,410,1,matched_standard_source_table_asset,TOWERS05
SY(TOWERS12),TOWERS12,SY,456,411,1,matched_standard_source_table_asset,TOWERS12
SY(TOWERS15),TOWERS15,SY,457,412,1,matched_standard_source_table_asset,TOWERS15
SY(TREPNT04),TREPNT04,SY,458,413,1,matched_standard_source_table_asset,TREPNT04
SY(TREPNT05),TREPNT05,SY,459,414,1,matched_standard_source_table_asset,TREPNT05
SY(TSLDEF51),TSLDEF51,SY,460,415,0,not_in_standard_source_table,
SY(TSSCRS51),TSSCRS51,SY,461,416,1,matched_standard_source_table_asset,TSSCRS51
SY(TSSLPT51),TSSLPT51,SY,462,417,1,matched_standard_source_table_asset,TSSLPT51
SY(TSSRON51),TSSRON51,SY,463,418,1,matched_standard_source_table_asset,TSSRON51
SY(TWRDEF51),TWRDEF51,SY,464,419,1,matched_standard_source_table_asset,TWRDEF51
SY(TWRTPT52),TWRTPT52,SY,465,420,1,matched_standard_source_table_asset,TWRTPT52
SY(TWRTPT53),TWRTPT53,SY,466,421,1,matched_standard_source_table_asset,TWRTPT53
SY(UWTROC03),UWTROC03,SY,467,424,1,matched_standard_source_table_asset,UWTROC03
SY(UWTROC04),UWTROC04,SY,468,425,1,matched_standard_source_table_asset,UWTROC04
SY(WATTUR02),WATTUR02,SY,469,430,1,matched_standard_source_table_asset,WATTUR02
SY(WEDKLP03),WEDKLP03,SY,470,434,1,matched_standard_source_table_asset,WEDKLP03
SY(WIMCON01),WIMCON01,SY,471,435,1,matched_standard_source_table_asset,WIMCON01
SY(WIMCON11),WIMCON11,SY,472,436,1,matched_standard_source_table_asset,WIMCON11
SY(WNDFRM51),WNDFRM51,SY,473,437,1,matched_standard_source_table_asset,WNDFRM51
SY(WNDFRM61),WNDFRM61,SY,474,438,1,matched_standard_source_table_asset,WNDFRM61
SY(WNDMIL02),WNDMIL02,SY,475,439,1,matched_standard_source_table_asset,WNDMIL02
SY(WNDMIL12),WNDMIL12,SY,476,440,1,matched_standard_source_table_asset,WNDMIL12
SY(WRECKS01),WRECKS01,SY,477,441,1,matched_standard_source_table_asset,WRECKS01
SY(WRECKS04),WRECKS04,SY,478,442,1,matched_standard_source_table_asset,WRECKS04
SY(WRECKS05),WRECKS05,SY,479,443,1,matched_standard_source_table_asset,WRECKS05
LC(ACHARE51),ACHARE51,LC,483,469,1,matched_standard_source_table_asset,ACHARE51
LC(ACHRES51),ACHRES51,LC,484,470,0,not_in_standard_source_table,
LC(ADMARE01),ADMARE01,LC,485,471,0,not_in_standard_source_table,
LC(ARCSLN01),ARCSLN01,LC,486,520,1,matched_standard_source_table_asset,ARCSLN01
LC(CBLARE51),CBLARE51,LC,487,472,1,matched_standard_source_table_asset,CBLARE51
LC(CBLSUB06),CBLSUB06,LC,488,473,1,matched_standard_source_table_asset,CBLSUB06
LC(CHCRDEL1),CHCRDEL1,LC,489,474,1,matched_standard_source_table_asset,CHCRDEL1
LC(CHCRID01),CHCRID01,LC,490,475,1,matched_standard_source_table_asset,CHCRID01
LC(CHRVDEL2),CHRVDEL2,LC,491,595,0,not_in_standard_source_table,
LC(CHRVID02),CHRVID02,LC,492,596,0,not_in_standard_source_table,
LC(CTNARE51),CTNARE51,LC,493,476,1,matched_standard_source_table_asset,CTNARE51
LC(CTYARE51),CTYARE51,LC,494,477,1,matched_standard_source_table_asset,CTYARE51
LC(DWLDEF01),DWLDEF01,LC,495,478,1,matched_standard_source_table_asset,DWLDEF01
LC(DWRTCL05),DWRTCL05,LC,496,479,1,matched_standard_source_table_asset,DWRTCL05
LC(DWRTCL06),DWRTCL06,LC,497,480,1,matched_standard_source_table_asset,DWRTCL06
LC(DWRTCL07),DWRTCL07,LC,498,481,1,matched_standard_source_table_asset,DWRTCL07
LC(DWRTCL08),DWRTCL08,LC,499,482,1,matched_standard_source_table_asset,DWRTCL08
LC(DWRUTE51),DWRUTE51,LC,500,483,1,matched_standard_source_table_asset,DWRUTE51
LC(ENTRES51),ENTRES51,LC,501,484,0,not_in_standard_source_table,
LC(ESSARE01),ESSARE01,LC,502,586,1,matched_standard_source_table_asset,ESSARE01
LC(FERYRT01),FERYRT01,LC,503,487,1,matched_standard_source_table_asset,FERYRT01
LC(FERYRT02),FERYRT02,LC,504,488,1,matched_standard_source_table_asset,FERYRT02
LC(FSHFAC02),FSHFAC02,LC,505,489,1,matched_standard_source_table_asset,FSHFAC02
LC(FSHRES51),FSHRES51,LC,506,490,0,not_in_standard_source_table,
LC(INDHLT02),INDHLT02,LC,507,597,0,not_in_standard_source_table,
LC(LOWACC01),LOWACC01,LC,508,492,1,matched_standard_source_table_asset,LOWACC01
LC(LOWACC11),LOWACC11,LC,509,493,0,not_in_standard_source_table,
LC(LOWACC21),LOWACC21,LC,510,494,0,not_in_standard_source_table,
LC(LOWACC31),LOWACC31,LC,511,495,0,not_in_standard_source_table,
LC(LOWACC41),LOWACC41,LC,512,496,1,matched_standard_source_table_asset,LOWACC41
LC(MARSYS51),MARSYS51,LC,513,497,1,matched_standard_source_table_asset,MARSYS51
LC(NAVARE51),NAVARE51,LC,514,498,1,matched_standard_source_table_asset,NAVARE51
LC(NEWOBJ01),NEWOBJ01,LC,515,588,1,matched_standard_source_table_asset,NEWOBJ01
LC(NONHODAT),NONHODAT,LC,516,491,0,not_in_standard_source_table,
LC(PIPARE51),PIPARE51,LC,517,499,1,matched_standard_source_table_asset,PIPARE51
LC(PIPARE61),PIPARE61,LC,518,500,1,matched_standard_source_table_asset,PIPARE61
LC(PIPSOL05),PIPSOL05,LC,519,501,1,matched_standard_source_table_asset,PIPSOL05
LC(PIPSOL06),PIPSOL06,LC,520,502,1,matched_standard_source_table_asset,PIPSOL06
LC(PRCARE51),PRCARE51,LC,521,504,1,matched_standard_source_table_asset,PRCARE51
LC(QUESMRK1),QUESMRK1,LC,522,505,1,matched_standard_source_table_asset,QUESMRK1
LC(RCRDEF11),RCRDEF11,LC,523,506,0,not_in_standard_source_table,
LC(RCRTCL11),RCRTCL11,LC,524,507,1,matched_standard_source_table_asset,RCRTCL11
LC(RCRTCL12),RCRTCL12,LC,525,508,1,matched_standard_source_table_asset,RCRTCL12
LC(RCRTCL13),RCRTCL13,LC,526,509,1,matched_standard_source_table_asset,RCRTCL13
LC(RCRTCL14),RCRTCL14,LC,527,510,1,matched_standard_source_table_asset,RCRTCL14
LC(RECDEF02),RECDEF02,LC,528,511,1,matched_standard_source_table_asset,RECDEF02
LC(RECTRC09),RECTRC09,LC,529,512,1,matched_standard_source_table_asset,RECTRC09
LC(RECTRC10),RECTRC10,LC,530,153,1,matched_standard_source_table_asset,RECTRC10
LC(RECTRC11),RECTRC11,LC,531,514,1,matched_standard_source_table_asset,RECTRC11
LC(RECTRC12),RECTRC12,LC,532,515,1,matched_standard_source_table_asset,RECTRC12
LC(RESARE51),RESARE51,LC,533,516,1,matched_standard_source_table_asset,RESARE51
LC(SCLBDY51),SCLBDY51,LC,534,517,1,matched_standard_source_table_asset,SCLBDY51
LC(TIDINF51),TIDINF51,LC,535,518,1,matched_standard_source_table_asset,TIDINF51
AP(AIRARE02),AIRARE02,AP,539,444,1,matched_standard_source_table_asset,AIRARE02
AP(DIAMOND1),DIAMOND1,AP,540,445,1,matched_standard_source_table_asset,DIAMOND1
AP(DQUALA11),DQUALA11,AP,541,446,1,matched_standard_source_table_asset,DQUALA11
AP(DQUALA21),DQUALA21,AP,542,447,1,matched_standard_source_table_asset,DQUALA21
AP(DQUALB01),DQUALB01,AP,543,448,1,matched_standard_source_table_asset,DQUALB01
AP(DQUALC01),DQUALC01,AP,544,449,1,matched_standard_source_table_asset,DQUALC01
AP(DQUALD01),DQUALD01,AP,545,450,1,matched_standard_source_table_asset,DQUALD01
AP(DQUALU01),DQUALU01,AP,546,451,1,matched_standard_source_table_asset,DQUALU01
AP(DRGARE01),DRGARE01,AP,547,452,0,not_in_standard_source_table,
AP(FOULAR01),FOULAR01,AP,548,453,1,matched_standard_source_table_asset,FOULAR01
AP(FSHFAC03),FSHFAC03,AP,549,454,1,matched_standard_source_table_asset,FSHFAC03
AP(FSHFAC04),FSHFAC04,AP,550,455,1,matched_standard_source_table_asset,FSHFAC04
AP(FSHHAV02),FSHHAV02,AP,551,456,1,matched_standard_source_table_asset,FSHHAV02
AP(ICEARE04),ICEARE04,AP,552,457,1,matched_standard_source_table_asset,ICEARE04
AP(MARCUL02),MARCUL02,AP,553,458,1,matched_standard_source_table_asset,MARCUL02
AP(MARSHES1),MARSHES1,AP,554,459,1,matched_standard_source_table_asset,MARSHES1
AP(NODATA03),NODATA03,AP,555,460,1,matched_standard_source_table_asset,NODATA03
AP(OVERSC01),OVERSC01,AP,556,461,1,matched_standard_source_table_asset,OVERSC01
AP(PRTSUR01),PRTSUR01,AP,557,462,1,matched_standard_source_table_asset,PRTSUR01
AP(QUESMRK1),QUESMRK1,AP,558,463,1,matched_standard_source_table_asset,QUESMRK1
AP(RCKLDG01),RCKLDG01,AP,559,464,1,matched_standard_source_table_asset,RCKLDG01
AP(SNDWAV01),SNDWAV01,AP,560,465,1,matched_standard_source_table_asset,SNDWAV01
AP(TSSJCT02),TSSJCT02,AP,561,466,1,matched_standard_source_table_asset,TSSJCT02
AP(VEGATN03),VEGATN03,AP,562,467,1,matched_standard_source_table_asset,VEGATN03
AP(VEGATN04),VEGATN04,AP,563,468,1,matched_standard_source_table_asset,VEGATN04
